owner,repo,issue_number,title,state,created_at,closed_at,comments,labels,html_url,fix_time_hours,fix_time_days,project
scrapy,scrapy,5878,Scrapy docs: 'make htmlview' does not work,closed,2023-03-28 03:22:04+00:00,2023-03-29 08:06:09+00:00,1,bug;good first issue,https://github.com/scrapy/scrapy/issues/5878,28.73472222222222,1.1972800925925926,scrapy/scrapy
scrapy,scrapy,5875,Fix broken JavaScript reference in the docs,closed,2023-03-27 11:07:45+00:00,2023-03-28 10:05:48+00:00,0,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5875,22.9675,0.9569791666666667,scrapy/scrapy
scrapy,scrapy,5874,Scrapy does not decode base64 MD5 checksum from GCS,closed,2023-03-27 05:55:22+00:00,2023-04-11 16:25:43+00:00,12,bug;good first issue,https://github.com/scrapy/scrapy/issues/5874,370.5058333333333,15.437743055555556,scrapy/scrapy
scrapy,scrapy,5872,get_func_args does not fully work in CPython,closed,2023-03-26 15:22:09+00:00,2023-04-13 09:44:22+00:00,2,bug,https://github.com/scrapy/scrapy/issues/5872,426.3702777777778,17.765428240740743,scrapy/scrapy
scrapy,scrapy,5857,TLS logging broken with new cryptography,closed,2023-03-24 15:01:33+00:00,2023-03-27 10:44:46+00:00,2,bug;good first issue;https,https://github.com/scrapy/scrapy/issues/5857,67.72027777777778,2.821678240740741,scrapy/scrapy
scrapy,scrapy,5831,Asyncio event loop handling results in hang in scrapy shell with scrapy-playwright,closed,2023-02-16 07:04:15+00:00,2023-03-14 08:31:15+00:00,0,bug;asyncio,https://github.com/scrapy/scrapy/issues/5831,625.45,26.06041666666667,scrapy/scrapy
scrapy,scrapy,5825,Tests fail/hang after merging #5816,closed,2023-02-04 20:42:58+00:00,2023-02-14 08:40:40+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/5825,227.96166666666667,9.498402777777779,scrapy/scrapy
scrapy,scrapy,5819,Scrapy parse doesn't support async callbacks with yield,closed,2023-01-31 11:28:32+00:00,2023-03-10 15:20:17+00:00,2,bug;asyncio,https://github.com/scrapy/scrapy/issues/5819,915.8625,38.160937499999996,scrapy/scrapy
scrapy,scrapy,5811,`BaseSettings.setdefault` does nothing,closed,2023-01-28 00:18:46+00:00,2023-03-07 09:27:01+00:00,5,bug;good first issue,https://github.com/scrapy/scrapy/issues/5811,921.1375,38.38072916666667,scrapy/scrapy
scrapy,scrapy,5785,pypy3-pinned OpenSSL error,closed,2023-01-06 14:08:19+00:00,2023-01-07 19:48:41+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/5785,29.672777777777778,1.2363657407407407,scrapy/scrapy
scrapy,scrapy,5765,AsyncioTest failures,closed,2022-12-19 08:42:09+00:00,2023-01-06 18:51:09+00:00,1,bug;CI;asyncio,https://github.com/scrapy/scrapy/issues/5765,442.15,18.422916666666666,scrapy/scrapy
scrapy,scrapy,5762,reppy problems in CI,closed,2022-12-15 14:32:47+00:00,2023-01-02 15:13:46+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/5762,432.68305555555554,18.028460648148148,scrapy/scrapy
scrapy,scrapy,5750,test_follow_whitespace_* tests broken by new w3lib,closed,2022-12-09 13:41:40+00:00,2022-12-12 18:49:25+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/5750,77.12916666666666,3.2137152777777778,scrapy/scrapy
scrapy,scrapy,5749,Fix CI for the tox 4.0 changes,closed,2022-12-09 07:17:29+00:00,2023-01-06 18:53:21+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/5749,683.5977777777778,28.48324074074074,scrapy/scrapy
scrapy,scrapy,5740,asyncio exception in scrapy shell,closed,2022-11-29 18:32:23+00:00,2022-12-15 05:22:02+00:00,3,bug;help wanted;Windows;asyncio,https://github.com/scrapy/scrapy/issues/5740,370.8275,15.451145833333333,scrapy/scrapy
scrapy,scrapy,5709,"scrapy -h outputs a stray ""commands""",closed,2022-11-09 09:31:44+00:00,2022-11-10 14:38:48+00:00,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/5709,29.11777777777778,1.2132407407407408,scrapy/scrapy
scrapy,scrapy,5707,Possibly contradictory documentation about propagation of `Response.request`,closed,2022-11-08 09:26:05+00:00,2023-06-21 18:05:41+00:00,8,bug;docs,https://github.com/scrapy/scrapy/issues/5707,5408.66,225.36083333333332,scrapy/scrapy
scrapy,scrapy,5685,DeprecationWarning: There is no current event loop,closed,2022-10-20 07:25:25+00:00,2022-10-27 12:02:13+00:00,7,bug;cleanup;asyncio,https://github.com/scrapy/scrapy/issues/5685,172.61333333333334,7.192222222222223,scrapy/scrapy
scrapy,scrapy,5612,A test fails with new w3lib,closed,2022-08-29 07:02:15+00:00,2022-09-07 07:58:12+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/5612,216.9325,9.038854166666667,scrapy/scrapy
scrapy,scrapy,5602,Clarify the return type of callbacks,closed,2022-08-18 05:28:21+00:00,2022-10-02 19:19:09+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5602,1093.8466666666666,45.57694444444444,scrapy/scrapy
scrapy,scrapy,5515,Response.headers loses data on multiple values,closed,2022-06-06 11:25:01+00:00,2022-06-27 18:03:01+00:00,0,bug,https://github.com/scrapy/scrapy/issues/5515,510.6333333333333,21.27638888888889,scrapy/scrapy
scrapy,scrapy,5500,Postprocessing feeds do not work for S3 feed storage,closed,2022-05-14 02:59:10+00:00,2023-04-11 11:06:14+00:00,1,bug,https://github.com/scrapy/scrapy/issues/5500,7976.1177777777775,332.33824074074073,scrapy/scrapy
scrapy,scrapy,5464,2.6 introduced an undocumented field rename in request serialization,closed,2022-04-05 12:38:17+00:00,2022-04-13 17:17:44+00:00,4,bug;docs,https://github.com/scrapy/scrapy/issues/5464,196.6575,8.1940625,scrapy/scrapy
scrapy,scrapy,5454,test_proxy_connect.py hangs with mitmproxy 8.0.0 (affecting 3.8 tests),closed,2022-03-21 06:16:36+00:00,2024-01-12 10:26:41+00:00,4,bug;CI,https://github.com/scrapy/scrapy/issues/5454,15892.168055555556,662.1736689814815,scrapy/scrapy
scrapy,scrapy,5444,-o - broken in 2.6,closed,2022-03-08 08:19:36+00:00,2022-03-15 10:31:07+00:00,0,bug,https://github.com/scrapy/scrapy/issues/5444,170.19194444444443,7.091331018518518,scrapy/scrapy
scrapy,scrapy,5437,CLOSESPIDER_TIMEOUT problem.,closed,2022-03-03 13:16:39+00:00,2022-04-08 09:55:06+00:00,9,bug,https://github.com/scrapy/scrapy/issues/5437,860.6408333333334,35.860034722222224,scrapy/scrapy
scrapy,scrapy,5435,2.6.0 breaks calling multiple Spider in CrawlerProcess(),closed,2022-03-02 09:58:06+00:00,2022-04-07 15:00:09+00:00,11,bug,https://github.com/scrapy/scrapy/issues/5435,869.0341666666667,36.20975694444444,scrapy/scrapy
scrapy,scrapy,5425,ImportError: cannot import name 'soft_unicode' from 'markupsafe',closed,2022-02-22 13:50:45+00:00,2022-02-23 18:52:18+00:00,3,bug;CI,https://github.com/scrapy/scrapy/issues/5425,29.025833333333335,1.2094097222222222,scrapy/scrapy
scrapy,scrapy,5424,scrapy parse doesn't support async callbacks,closed,2022-02-21 10:50:47+00:00,2022-10-15 08:11:07+00:00,2,bug;asyncio,https://github.com/scrapy/scrapy/issues/5424,5661.3388888888885,235.88912037037036,scrapy/scrapy
scrapy,scrapy,5414,Change external link (for robots.txt parser comparison) in docs to a more lasting page,closed,2022-02-13 08:42:54+00:00,2022-02-14 18:16:53+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5414,33.56638888888889,1.398599537037037,scrapy/scrapy
scrapy,scrapy,5404,tests/test_command_check.py::CheckCommandTest depends on example.com,closed,2022-02-08 18:09:45+00:00,2022-02-10 09:50:12+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/5404,39.674166666666665,1.6530902777777776,scrapy/scrapy
scrapy,scrapy,5402,API documentation links seem broken,closed,2022-02-08 17:29:58+00:00,2025-01-08 11:00:07+00:00,1,bug;docs,https://github.com/scrapy/scrapy/issues/5402,25553.5025,1064.7292708333332,scrapy/scrapy
scrapy,scrapy,5400,Tests broken with Twisted 22.1.0,closed,2022-02-07 13:48:23+00:00,2022-02-08 19:06:25+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/5400,29.300555555555555,1.2208564814814815,scrapy/scrapy
scrapy,scrapy,5391,Incorrect initialization of `csviter` in `scrapy.spiders.feed.CSVFeedSpider`,closed,2022-02-05 13:32:04+00:00,2022-02-08 13:57:19+00:00,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/5391,72.42083333333333,3.0175347222222224,scrapy/scrapy
scrapy,scrapy,5386,Fix SMTP STARTTLS for Twisted >= 21.2.0,closed,2022-02-01 16:09:00+00:00,2023-01-19 18:44:59+00:00,14,bug;good first issue,https://github.com/scrapy/scrapy/issues/5386,8450.599722222221,352.10832175925924,scrapy/scrapy
scrapy,scrapy,5383,Type error when we try to retrieve the `FEEDS` setting via CLI and it has a `Path` objects as a key,closed,2022-01-30 11:41:20+00:00,2022-02-04 08:57:57+00:00,2,bug,https://github.com/scrapy/scrapy/issues/5383,117.27694444444444,4.886539351851852,scrapy/scrapy
scrapy,scrapy,5379,Proxy + invalid domain makes Downloader stuck,closed,2022-01-26 07:06:54+00:00,2026-04-14 15:13:23+00:00,3,bug,https://github.com/scrapy/scrapy/issues/5379,36944.10805555555,1539.337835648148,scrapy/scrapy
scrapy,scrapy,5323,Warning: Unable to determine whether or not callable is a generator with a return value [unable to parse decorated class methods],closed,2021-11-17 04:06:32+00:00,2022-10-26 07:47:10+00:00,2,bug,https://github.com/scrapy/scrapy/issues/5323,8235.677222222223,343.1532175925926,scrapy/scrapy
scrapy,scrapy,5319,Open in Browser `<base>` replacement will fail if `<head>` has attributes,closed,2021-11-15 10:09:46+00:00,2021-12-21 12:49:32+00:00,1,bug,https://github.com/scrapy/scrapy/issues/5319,866.6627777777778,36.11094907407408,scrapy/scrapy
scrapy,scrapy,5306,macOS Python 3.10 tests always fail,closed,2021-10-31 10:25:59+00:00,2024-10-16 19:32:30+00:00,7,bug;macOS,https://github.com/scrapy/scrapy/issues/5306,25953.10861111111,1081.3795254629629,scrapy/scrapy
scrapy,scrapy,5298,Tests failing with new Sybil,closed,2021-10-27 14:35:27+00:00,2021-11-04 14:00:14+00:00,4,bug;CI,https://github.com/scrapy/scrapy/issues/5298,191.41305555555556,7.975543981481482,scrapy/scrapy
scrapy,scrapy,5286,HTTPS TorGuard proxies time out,closed,2021-10-20 19:11:23+00:00,2022-03-08 09:22:57+00:00,16,bug,https://github.com/scrapy/scrapy/issues/5286,3326.192777777778,138.59136574074074,scrapy/scrapy
scrapy,scrapy,5273,Doctest failure,closed,2021-10-12 12:53:24+00:00,2021-10-12 17:20:09+00:00,2,bug;good first issue;docs;CI,https://github.com/scrapy/scrapy/issues/5273,4.445833333333334,0.18524305555555556,scrapy/scrapy
scrapy,scrapy,5237,Scrapy > 2.3 prevents passing callback in cb_kwargs,closed,2021-08-31 14:26:16+00:00,2021-10-01 07:50:42+00:00,3,bug,https://github.com/scrapy/scrapy/issues/5237,737.4072222222222,30.725300925925925,scrapy/scrapy
scrapy,scrapy,5220,XPath tutorial xpathdemo live widget does not display Result,closed,2021-08-01 08:48:29+00:00,2025-01-14 11:44:44+00:00,5,bug;docs;upstream issue,https://github.com/scrapy/scrapy/issues/5220,30290.9375,1262.1223958333333,scrapy/scrapy
scrapy,scrapy,5212,Test failures on 3.10,closed,2021-07-20 07:44:51+00:00,2021-08-11 09:19:51+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/5212,529.5833333333334,22.065972222222225,scrapy/scrapy
scrapy,scrapy,5180,versionadded inside a warning in CrawlSpider docs,closed,2021-06-15 08:58:17+00:00,2021-06-29 12:54:23+00:00,1,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5180,339.935,14.163958333333333,scrapy/scrapy
scrapy,scrapy,5157,FileFeedStoragePreFeedOptionsTest fails if /tmp/foobar already exists with different ownership,closed,2021-05-23 13:23:03+00:00,2021-08-05 19:23:12+00:00,0,bug;good first issue;CI,https://github.com/scrapy/scrapy/issues/5157,1782.0025,74.25010416666667,scrapy/scrapy
scrapy,scrapy,5154,Problem when running tests,closed,2021-05-20 23:51:39+00:00,2023-10-29 17:06:14+00:00,7,bug;CI,https://github.com/scrapy/scrapy/issues/5154,21401.243055555555,891.7184606481482,scrapy/scrapy
scrapy,scrapy,5105,Scrapy is definitely slow when working from cache,closed,2021-04-20 11:06:33+00:00,2021-04-26 18:09:23+00:00,20,bug,https://github.com/scrapy/scrapy/issues/5105,151.04722222222222,6.293634259259259,scrapy/scrapy
scrapy,scrapy,5096,Wrong charset handling in MailSender,closed,2021-04-11 15:50:51+00:00,2023-09-07 05:47:44+00:00,6,bug,https://github.com/scrapy/scrapy/issues/5096,21085.948055555556,878.5811689814815,scrapy/scrapy
scrapy,scrapy,5085,HTTP2 test failures with some OpenSSL,closed,2021-04-07 11:41:25+00:00,2021-04-14 17:02:00+00:00,2,bug;CI,https://github.com/scrapy/scrapy/issues/5085,173.34305555555557,7.222627314814815,scrapy/scrapy
scrapy,scrapy,5080,Allow building the documentation with make in systems without /bin/bash,closed,2021-04-05 09:46:24+00:00,2021-04-21 09:30:50+00:00,2,bug;docs,https://github.com/scrapy/scrapy/issues/5080,383.74055555555555,15.989189814814814,scrapy/scrapy
scrapy,scrapy,5079,ImagePipeline breaks on invalid images,closed,2021-04-05 07:08:04+00:00,2021-07-13 16:27:56+00:00,24,bug;good first issue,https://github.com/scrapy/scrapy/issues/5079,2385.331111111111,99.38879629629629,scrapy/scrapy
scrapy,scrapy,5043,S3 CsvItemExporter read of closed file error,closed,2021-03-16 22:39:50+00:00,2023-06-13 14:14:29+00:00,22,bug,https://github.com/scrapy/scrapy/issues/5043,19647.5775,818.6490625,scrapy/scrapy
scrapy,scrapy,5032,Fix and re-enable tests on macOS,closed,2021-03-09 14:24:14+00:00,2024-10-16 19:55:11+00:00,3,bug;CI,https://github.com/scrapy/scrapy/issues/5032,31613.515833333335,1317.229826388889,scrapy/scrapy
scrapy,scrapy,5020,"test_pipeline_images.py fails with ""TypeError: Skipped expected string as 'msg' parameter, got 'bool' instead.""",closed,2021-03-02 12:51:14+00:00,2021-03-19 17:39:44+00:00,10,bug;CI,https://github.com/scrapy/scrapy/issues/5020,412.80833333333334,17.200347222222224,scrapy/scrapy
scrapy,scrapy,4976,Fix and document asyncio reactor problems on Windows,closed,2021-02-04 15:08:05+00:00,2021-12-31 19:38:10+00:00,13,bug;Windows,https://github.com/scrapy/scrapy/issues/4976,7924.501388888889,330.18755787037037,scrapy/scrapy
scrapy,scrapy,4962,FEED_URI_PARAMS: custom params throws KeyError,closed,2021-01-22 18:24:19+00:00,2022-01-28 17:30:30+00:00,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/4962,8903.103055555555,370.9626273148148,scrapy/scrapy
scrapy,scrapy,4920,Shell fetch does not use http_proxy,closed,2020-12-09 14:45:19+00:00,2020-12-13 09:25:46+00:00,1,bug,https://github.com/scrapy/scrapy/issues/4920,90.67416666666666,3.778090277777778,scrapy/scrapy
scrapy,scrapy,4907,Typo in XML exporter serialize_field in Scrapy docs,closed,2020-11-27 10:31:38+00:00,2020-11-29 20:28:13+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4907,57.94305555555555,2.414293981481481,scrapy/scrapy
scrapy,scrapy,4893,Corutines not working with signal spider_opened - spider freezes,closed,2020-11-18 10:42:15+00:00,2020-11-18 11:11:00+00:00,3,bug;asyncio,https://github.com/scrapy/scrapy/issues/4893,0.4791666666666667,0.01996527777777778,scrapy/scrapy
scrapy,scrapy,4892,Update all links in installation guide,closed,2020-11-18 08:12:49+00:00,2020-12-03 09:56:37+00:00,3,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4892,361.73,15.072083333333333,scrapy/scrapy
scrapy,scrapy,4887,Not started engine if async open_spider,closed,2020-11-14 08:08:11+00:00,2020-11-16 14:38:00+00:00,2,bug;asyncio,https://github.com/scrapy/scrapy/issues/4887,54.496944444444445,2.2707060185185184,scrapy/scrapy
scrapy,scrapy,4857,Cannot overwrite an output file with -O,closed,2020-10-27 17:43:05+00:00,2020-11-04 21:29:37+00:00,0,bug,https://github.com/scrapy/scrapy/issues/4857,195.77555555555554,8.157314814814814,scrapy/scrapy
scrapy,scrapy,4841,tests/test_downloadermiddleware.py bug with Twisted 17.9.0 ,closed,2020-10-10 18:54:44+00:00,2020-11-18 06:38:10+00:00,5,bug;CI,https://github.com/scrapy/scrapy/issues/4841,923.7238888888888,38.488495370370366,scrapy/scrapy
scrapy,scrapy,4833,xmliter_lxml cannot find namespaced node names,closed,2020-10-06 16:50:02+00:00,2024-02-14 19:21:06+00:00,1,bug,https://github.com/scrapy/scrapy/issues/4833,29426.51777777778,1226.1049074074074,scrapy/scrapy
scrapy,scrapy,4829,CSV item exporter does not flush on close,closed,2020-10-05 18:19:06+00:00,2021-02-24 20:49:59+00:00,9,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4829,3410.514722222222,142.1047800925926,scrapy/scrapy
scrapy,scrapy,4805,Wrong annotations in scrapy.crawler.CrawlProcess.crawl docstrings,closed,2020-09-23 15:38:45+00:00,2020-10-01 18:46:15+00:00,5,bug;help wanted;typing,https://github.com/scrapy/scrapy/issues/4805,195.125,8.130208333333334,scrapy/scrapy
scrapy,scrapy,4802,CachingHostnameResolver does not work with reactor.resolve(),closed,2020-09-21 04:11:07+00:00,2020-10-20 08:55:08+00:00,4,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4802,700.7336111111111,29.1972337962963,scrapy/scrapy
scrapy,scrapy,4766,Invalid cookies ('value' missing) - Added in 2.3.0 - scrapy/downloadermiddlewares/cookies.py ,closed,2020-08-29 16:41:38+00:00,2020-10-02 18:38:14+00:00,2,bug,https://github.com/scrapy/scrapy/issues/4766,817.9433333333334,34.08097222222222,scrapy/scrapy
scrapy,scrapy,4763,Scrapy parses commented out <base> element,closed,2020-08-28 11:32:50+00:00,2023-01-29 21:23:47+00:00,4,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4763,21225.849166666667,884.4103819444445,scrapy/scrapy
scrapy,scrapy,4762,request fingerprint should separate different sections when building a hash,closed,2020-08-27 19:27:58+00:00,2022-06-07 16:44:55+00:00,4,bug,https://github.com/scrapy/scrapy/issues/4762,15573.2825,648.8867708333333,scrapy/scrapy
scrapy,scrapy,4760,Error when use scrapy in cmd,closed,2020-08-26 12:59:01+00:00,2020-08-28 09:33:22+00:00,3,bug;Windows;needs more info,https://github.com/scrapy/scrapy/issues/4760,44.5725,1.8571875,scrapy/scrapy
scrapy,scrapy,4726,Test failures on Debian Unstable,closed,2020-08-14 09:57:38+00:00,2020-08-25 06:48:31+00:00,0,bug;CI,https://github.com/scrapy/scrapy/issues/4726,260.84805555555556,10.868668981481482,scrapy/scrapy
scrapy,scrapy,4717,Request cookies not updated with values from previous response,closed,2020-08-10 11:51:38+00:00,2020-10-08 15:20:33+00:00,4,bug,https://github.com/scrapy/scrapy/issues/4717,1419.4819444444445,59.14508101851852,scrapy/scrapy
scrapy,scrapy,4702,Tests fail because of pytest 6.0.0,closed,2020-07-29 10:53:38+00:00,2020-07-30 06:27:26+00:00,6,bug;CI,https://github.com/scrapy/scrapy/issues/4702,19.563333333333333,0.8151388888888889,scrapy/scrapy
scrapy,scrapy,4671,Add docs for FEEDS.uri_params and FEED_URI_PARAMS,closed,2020-07-09 08:50:52+00:00,2020-08-14 09:47:56+00:00,1,bug;docs,https://github.com/scrapy/scrapy/issues/4671,864.9511111111111,36.03962962962963,scrapy/scrapy
scrapy,scrapy,4667,List of fields incorrectly accessed for dataclass items,closed,2020-07-08 15:44:07+00:00,2020-07-28 09:15:14+00:00,1,bug,https://github.com/scrapy/scrapy/issues/4667,473.5186111111111,19.72994212962963,scrapy/scrapy
scrapy,scrapy,4665,startproject only allows creating the project on an existing folder if the path is specified with an invalid module name,closed,2020-07-07 11:57:51+00:00,2021-08-24 07:18:49+00:00,3,bug,https://github.com/scrapy/scrapy/issues/4665,9907.349444444444,412.8062268518518,scrapy/scrapy
scrapy,scrapy,4662,scrapy startproject alters executable permissions in local virtualenv,closed,2020-07-06 17:34:57+00:00,2020-07-13 11:01:06+00:00,1,bug,https://github.com/scrapy/scrapy/issues/4662,161.43583333333333,6.726493055555555,scrapy/scrapy
scrapy,scrapy,4644,test_integration_downloader_aware_priority_queue raises exception,closed,2020-06-23 12:56:02+00:00,2020-06-25 13:36:44+00:00,0,bug,https://github.com/scrapy/scrapy/issues/4644,48.678333333333335,2.028263888888889,scrapy/scrapy
scrapy,scrapy,4643,Allow run pyw scripts,closed,2020-06-22 16:03:21+00:00,2020-10-01 18:53:09+00:00,4,bug;Windows,https://github.com/scrapy/scrapy/issues/4643,2426.83,101.11791666666666,scrapy/scrapy
scrapy,scrapy,4621,Storage.store is called only for the first feed when empty,closed,2020-06-10 07:57:56+00:00,2020-06-17 15:08:15+00:00,2,bug,https://github.com/scrapy/scrapy/issues/4621,175.17194444444445,7.298831018518519,scrapy/scrapy
scrapy,scrapy,4619,Duplicated feed logs when having multiple feeds,closed,2020-06-09 16:27:31+00:00,2020-06-23 10:33:49+00:00,1,bug,https://github.com/scrapy/scrapy/issues/4619,330.105,13.754375000000001,scrapy/scrapy
scrapy,scrapy,4597,KeyError in is_generator_with_return_value,closed,2020-05-27 06:56:02+00:00,2020-05-27 16:42:05+00:00,0,bug,https://github.com/scrapy/scrapy/issues/4597,9.7675,0.40697916666666667,scrapy/scrapy
scrapy,scrapy,4592,Remove unneeded escape sequences from documentation API signatures,closed,2020-05-22 14:54:13+00:00,2020-06-01 21:30:34+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4592,246.60583333333332,10.275243055555555,scrapy/scrapy
scrapy,scrapy,4578,Downloadable documentation is missing for versions 2.0 and 2.1 on readthedocs.org,closed,2020-05-14 23:43:56+00:00,2020-05-19 15:45:21+00:00,4,bug;docs,https://github.com/scrapy/scrapy/issues/4578,112.02361111111111,4.667650462962963,scrapy/scrapy
scrapy,scrapy,4570,Flake8 build error in Travis,closed,2020-05-12 13:32:53+00:00,2020-05-13 21:02:04+00:00,6,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4570,31.48638888888889,1.3119328703703703,scrapy/scrapy
scrapy,scrapy,4547,Review unicode references,closed,2020-05-07 09:47:03+00:00,2020-08-04 18:34:12+00:00,7,bug;docs,https://github.com/scrapy/scrapy/issues/4547,2144.7858333333334,89.36607638888889,scrapy/scrapy
scrapy,scrapy,4514,Outdated item pipeline example about Deferred,closed,2020-04-27 14:53:50+00:00,2020-05-22 18:12:58+00:00,4,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4514,603.3188888888889,25.138287037037035,scrapy/scrapy
scrapy,scrapy,4511,Remove the asyncio warning from the page about coroutines,closed,2020-04-23 16:29:00+00:00,2020-04-27 17:45:19+00:00,0,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4511,97.27194444444444,4.052997685185185,scrapy/scrapy
scrapy,scrapy,4510,configure_logging documentation example incomplete,closed,2020-04-21 18:18:48+00:00,2020-05-20 17:23:43+00:00,1,bug;docs,https://github.com/scrapy/scrapy/issues/4510,695.0819444444444,28.961747685185184,scrapy/scrapy
scrapy,scrapy,4496,Fix the hoverxref configuration,closed,2020-04-15 18:00:50+00:00,2020-04-16 13:19:46+00:00,0,bug;docs,https://github.com/scrapy/scrapy/issues/4496,19.315555555555555,0.8048148148148148,scrapy/scrapy
scrapy,scrapy,4485,TWISTED_REACTOR setting not honored from Spider.custom_settings,closed,2020-04-12 03:17:20+00:00,2022-01-06 06:31:59+00:00,15,bug;asyncio,https://github.com/scrapy/scrapy/issues/4485,15219.244166666667,634.1351736111111,scrapy/scrapy
scrapy,scrapy,4477,is_generator_with_return_value raises IndentationError with a flush left doc string,closed,2020-04-08 02:04:08+00:00,2021-03-22 14:51:12+00:00,4,bug,https://github.com/scrapy/scrapy/issues/4477,8364.784444444444,348.53268518518513,scrapy/scrapy
scrapy,scrapy,4475,The documentation cannot be built with Sphinx 3,closed,2020-04-06 00:29:27+00:00,2020-04-15 17:42:50+00:00,5,bug;docs;upstream issue,https://github.com/scrapy/scrapy/issues/4475,233.22305555555556,9.717627314814814,scrapy/scrapy
scrapy,scrapy,4408,follow_all fails with an empty list of URLs,closed,2020-03-06 16:36:29+00:00,2020-03-12 13:44:49+00:00,0,bug,https://github.com/scrapy/scrapy/issues/4408,141.13888888888889,5.880787037037037,scrapy/scrapy
scrapy,scrapy,4393,scrapy parse emits ANSI color sequences in the Windows terminal,closed,2020-03-02 10:45:39+00:00,2020-07-28 11:13:20+00:00,8,bug;Windows,https://github.com/scrapy/scrapy/issues/4393,3552.461388888889,148.01922453703705,scrapy/scrapy
scrapy,scrapy,4346,FilesDownloader with GCS downloading updtodate files again,closed,2020-02-19 13:55:38+00:00,2020-05-07 09:06:12+00:00,10,bug,https://github.com/scrapy/scrapy/issues/4346,1867.1761111111111,77.79900462962964,scrapy/scrapy
scrapy,scrapy,4332,ie. → i.e.,closed,2020-02-14 21:34:24+00:00,2020-02-19 15:49:20+00:00,5,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4332,114.24888888888889,4.76037037037037,scrapy/scrapy
scrapy,scrapy,4308,"Mac OS X, OS X → macOS",closed,2020-02-06 08:23:42+00:00,2020-02-28 19:42:08+00:00,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4308,539.3072222222222,22.47113425925926,scrapy/scrapy
scrapy,scrapy,4289,Fatal error launching scrapy>1.6.0 from Anaconda Prompt,closed,2020-01-26 14:30:25+00:00,2020-04-09 19:45:16+00:00,9,bug;install,https://github.com/scrapy/scrapy/issues/4289,1781.2475,74.21864583333333,scrapy/scrapy
scrapy,scrapy,4285,"Fix ""Debugging memory leaks with Guppy"" section (docs)",closed,2020-01-24 10:37:54+00:00,2020-04-03 02:27:47+00:00,6,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4285,1671.8313888888888,69.6596412037037,scrapy/scrapy
scrapy,scrapy,4277,Response.follow() method not consistent with Request.__init__(). Missing `flags`.,closed,2020-01-17 13:28:19+00:00,2020-02-10 18:48:32+00:00,4,bug;good first issue;help wanted,https://github.com/scrapy/scrapy/issues/4277,581.3369444444445,24.22237268518519,scrapy/scrapy
scrapy,scrapy,4268,Random failures in CrawlTestCase.test_fixed_delay,closed,2020-01-09 11:21:43+00:00,2020-02-28 12:17:03+00:00,15,bug;good first issue,https://github.com/scrapy/scrapy/issues/4268,1200.9222222222222,50.03842592592593,scrapy/scrapy
scrapy,scrapy,4264,Document that Scrapy 1.7.0 breaks custom schedulers,closed,2020-01-02 19:34:01+00:00,2020-02-06 21:21:34+00:00,2,bug;docs,https://github.com/scrapy/scrapy/issues/4264,841.7925,35.0746875,scrapy/scrapy
scrapy,scrapy,4260,First Spider Middleware does not process exception for generator callback,closed,2019-12-30 10:02:52+00:00,2020-02-07 18:40:51+00:00,4,bug,https://github.com/scrapy/scrapy/issues/4260,944.6330555555555,39.359710648148145,scrapy/scrapy
scrapy,scrapy,4229,mail attachs tcmime***,closed,2019-12-13 12:39:22+00:00,2019-12-17 14:43:31+00:00,5,bug,https://github.com/scrapy/scrapy/issues/4229,98.06916666666666,4.086215277777778,scrapy/scrapy
scrapy,scrapy,4217,DOWNLOAD_FAIL_ON_DATALOSS logged for all requests,closed,2019-12-05 19:38:32+00:00,2026-05-02 21:11:44+00:00,4,bug,https://github.com/scrapy/scrapy/issues/4217,56161.55333333334,2340.0647222222224,scrapy/scrapy
