owner,repo,issue_number,event_id,event,event_created_at,commit_id,commit_url,actor_login
psf,requests,738,21335866,closed,2012-07-27T06:11:43Z,,,kennethreitz
psf,requests,738,26021789,mentioned,2012-10-02T21:06:21Z,,,kennethreitz
psf,requests,738,26021790,subscribed,2012-10-02T21:06:21Z,,,kennethreitz
psf,requests,738,5276131466,locked,2021-09-09T05:31:03Z,,,github-actions[bot]
psf,requests,697,18656858,subscribed,2012-06-26T18:31:32Z,,,terrycojones
psf,requests,697,18949044,subscribed,2012-06-29T11:01:23Z,,,Lukasa
psf,requests,697,22461132,mentioned,2012-08-10T09:29:17Z,,,terrycojones
psf,requests,697,22461133,subscribed,2012-08-10T09:29:17Z,,,terrycojones
psf,requests,697,22611604,closed,2012-08-13T21:14:51Z,,,Lukasa
psf,requests,697,5276215902,locked,2021-09-09T06:00:52Z,,,github-actions[bot]
psf,requests,649,16823366,subscribed,2012-06-03T00:59:23Z,,,cdunklau
psf,requests,649,16824892,subscribed,2012-06-03T02:46:51Z,,,joshimhoff
psf,requests,649,16927582,subscribed,2012-06-04T21:31:42Z,,,mwielgoszewski
psf,requests,649,17838394,subscribed,2012-06-15T18:32:37Z,,,kennethreitz
psf,requests,649,21335141,closed,2012-07-27T05:54:43Z,,,kennethreitz
psf,requests,649,46882971,referenced,2013-04-28T06:32:47Z,47f298925599846a2aa2a3e12b570a10057761fc,https://api.github.com/repos/cdunklau/requests/commits/47f298925599846a2aa2a3e12b570a10057761fc,cdunklau
psf,requests,649,46883082,referenced,2013-04-28T06:38:52Z,d677776a6b39f56d5857cde308525a1333412a50,https://api.github.com/repos/cdunklau/requests/commits/d677776a6b39f56d5857cde308525a1333412a50,cdunklau
psf,requests,649,47183452,referenced,2013-04-30T20:04:17Z,f7596c75dce4e87ab83bdf74e8f120a4b1a5ff03,https://api.github.com/repos/cdunklau/requests/commits/f7596c75dce4e87ab83bdf74e8f120a4b1a5ff03,cdunklau
psf,requests,649,5275744336,locked,2021-09-09T03:00:42Z,,,github-actions[bot]
psf,requests,639,16388176,subscribed,2012-05-28T11:28:42Z,,,piotr-dobrogost
psf,requests,639,16408456,subscribed,2012-05-28T17:36:27Z,,,joshimhoff
psf,requests,639,21882849,subscribed,2012-08-02T12:35:29Z,,,jassinm
psf,requests,639,21902062,mentioned,2012-08-02T15:34:46Z,,,piotr-dobrogost
psf,requests,639,32432429,closed,2012-12-18T20:15:20Z,,,kennethreitz
psf,requests,639,5276129037,locked,2021-09-09T05:30:06Z,,,github-actions[bot]
psf,requests,637,16343890,subscribed,2012-05-27T00:01:10Z,,,
psf,requests,637,16518337,subscribed,2012-05-30T00:08:46Z,,,kennethreitz
psf,requests,637,16916494,mentioned,2012-06-04T19:52:33Z,,,
psf,requests,637,16916495,subscribed,2012-06-04T19:52:33Z,,,mwielgoszewski
psf,requests,637,17838365,closed,2012-06-15T18:32:14Z,,,kennethreitz
psf,requests,637,5276735249,locked,2021-09-09T08:00:37Z,,,github-actions[bot]
psf,requests,627,15986267,subscribed,2012-05-22T13:57:29Z,,,vlcinsky
psf,requests,627,30441055,mentioned,2012-11-26T21:53:11Z,,,vlcinsky
psf,requests,627,30441056,subscribed,2012-11-26T21:53:11Z,,,vlcinsky
psf,requests,627,30442949,mentioned,2012-11-26T22:11:01Z,,,vlcinsky
psf,requests,627,30442950,subscribed,2012-11-26T22:11:01Z,,,vlcinsky
psf,requests,627,30442951,mentioned,2012-11-26T22:11:01Z,,,kennethreitz
psf,requests,627,30442952,subscribed,2012-11-26T22:11:01Z,,,kennethreitz
psf,requests,627,30442953,mentioned,2012-11-26T22:11:01Z,,,Lukasa
psf,requests,627,30442954,subscribed,2012-11-26T22:11:01Z,,,Lukasa
psf,requests,627,30442955,mentioned,2012-11-26T22:11:01Z,,,piotr-dobrogost
psf,requests,627,30442956,subscribed,2012-11-26T22:11:01Z,,,piotr-dobrogost
psf,requests,627,30444244,mentioned,2012-11-26T22:24:32Z,,,Lukasa
psf,requests,627,30444245,subscribed,2012-11-26T22:24:32Z,,,Lukasa
psf,requests,627,30446819,mentioned,2012-11-26T22:49:03Z,,,kennethreitz
psf,requests,627,30446820,subscribed,2012-11-26T22:49:03Z,,,kennethreitz
psf,requests,627,30449510,mentioned,2012-11-26T23:17:32Z,,,Lukasa
psf,requests,627,30449511,subscribed,2012-11-26T23:17:32Z,,,Lukasa
psf,requests,627,30449629,mentioned,2012-11-26T23:18:53Z,,,piotr-dobrogost
psf,requests,627,30449630,subscribed,2012-11-26T23:18:53Z,,,piotr-dobrogost
psf,requests,627,30450248,mentioned,2012-11-26T23:25:34Z,,,vlcinsky
psf,requests,627,30450249,subscribed,2012-11-26T23:25:34Z,,,vlcinsky
psf,requests,627,30451612,mentioned,2012-11-26T23:45:14Z,,,sigmavirus24
psf,requests,627,30451613,subscribed,2012-11-26T23:45:14Z,,,sigmavirus24
psf,requests,627,30451614,mentioned,2012-11-26T23:45:14Z,,,Lukasa
psf,requests,627,30451615,subscribed,2012-11-26T23:45:14Z,,,Lukasa
psf,requests,627,30451616,mentioned,2012-11-26T23:45:14Z,,,piotr-dobrogost
psf,requests,627,30451617,subscribed,2012-11-26T23:45:14Z,,,piotr-dobrogost
psf,requests,627,30482600,mentioned,2012-11-27T09:56:57Z,,,sigmavirus24
psf,requests,627,30482601,subscribed,2012-11-27T09:56:57Z,,,sigmavirus24
psf,requests,627,30482602,mentioned,2012-11-27T09:56:57Z,,,vlcinsky
psf,requests,627,30482603,subscribed,2012-11-27T09:56:57Z,,,vlcinsky
psf,requests,627,30492672,mentioned,2012-11-27T12:06:10Z,,,ALL
psf,requests,627,30492673,subscribed,2012-11-27T12:06:10Z,,,ALL
psf,requests,627,30504225,mentioned,2012-11-27T14:28:17Z,,,kennethreitz
psf,requests,627,30504226,subscribed,2012-11-27T14:28:17Z,,,kennethreitz
psf,requests,627,30505551,mentioned,2012-11-27T14:40:50Z,,,piotr-dobrogost
psf,requests,627,30505552,subscribed,2012-11-27T14:40:50Z,,,piotr-dobrogost
psf,requests,627,30505553,mentioned,2012-11-27T14:40:50Z,,,sigmavirus24
psf,requests,627,30505554,subscribed,2012-11-27T14:40:50Z,,,sigmavirus24
psf,requests,627,30505555,mentioned,2012-11-27T14:40:50Z,,,ALL
psf,requests,627,30505556,subscribed,2012-11-27T14:40:50Z,,,ALL
psf,requests,627,30506074,mentioned,2012-11-27T14:46:00Z,,,lukas
psf,requests,627,30506075,subscribed,2012-11-27T14:46:00Z,,,lukas
psf,requests,627,30506891,mentioned,2012-11-27T14:52:30Z,,,vlcinsky
psf,requests,627,30506892,subscribed,2012-11-27T14:52:30Z,,,vlcinsky
psf,requests,627,30518733,mentioned,2012-11-27T16:27:41Z,,,Lukasa
psf,requests,627,30518734,subscribed,2012-11-27T16:27:41Z,,,Lukasa
psf,requests,627,30534086,closed,2012-11-27T18:36:34Z,,,Lukasa
psf,requests,627,30545112,mentioned,2012-11-27T20:14:25Z,,,vlcinsky
psf,requests,627,30545113,subscribed,2012-11-27T20:14:25Z,,,vlcinsky
psf,requests,627,30545114,mentioned,2012-11-27T20:14:25Z,,,sigmavirus24
psf,requests,627,30545115,subscribed,2012-11-27T20:14:25Z,,,sigmavirus24
psf,requests,627,30568028,mentioned,2012-11-28T00:07:02Z,,,piotr-dobrogost
psf,requests,627,30568029,subscribed,2012-11-28T00:07:02Z,,,piotr-dobrogost
psf,requests,627,30599657,mentioned,2012-11-28T09:28:06Z,,,Lukasa
psf,requests,627,30599658,subscribed,2012-11-28T09:28:06Z,,,Lukasa
psf,requests,627,30626182,mentioned,2012-11-28T14:53:33Z,,,vlcinsky
psf,requests,627,30626183,subscribed,2012-11-28T14:53:33Z,,,vlcinsky
psf,requests,627,5276130683,locked,2021-09-09T05:30:44Z,,,github-actions[bot]
psf,requests,606,15290434,subscribed,2012-05-11T17:32:55Z,,,mvantellingen
psf,requests,606,15291013,subscribed,2012-05-11T17:39:20Z,,,stantonk
psf,requests,606,15291274,subscribed,2012-05-11T17:42:02Z,,,kennethreitz
psf,requests,606,15320404,subscribed,2012-05-12T02:58:09Z,,,davidfischer
psf,requests,606,17872668,subscribed,2012-06-16T11:15:23Z,,,laurentb
psf,requests,606,19627641,subscribed,2012-07-09T12:03:35Z,,,gregakespret
psf,requests,606,19873438,subscribed,2012-07-11T15:15:13Z,,,ryanmark
psf,requests,606,21335059,closed,2012-07-27T05:52:36Z,,,kennethreitz
psf,requests,606,21335191,reopened,2012-07-27T05:56:19Z,,,kennethreitz
psf,requests,606,21335840,closed,2012-07-27T06:10:49Z,,,kennethreitz
psf,requests,606,21337666,subscribed,2012-07-27T06:55:28Z,,,Carreau
psf,requests,606,23386687,mentioned,2012-08-26T16:15:52Z,,,von
psf,requests,606,23386688,subscribed,2012-08-26T16:15:52Z,,,von
psf,requests,606,23389797,mentioned,2012-08-26T19:20:57Z,,,davidfischer
psf,requests,606,23389798,subscribed,2012-08-26T19:20:57Z,,,davidfischer
psf,requests,606,23390152,mentioned,2012-08-26T19:40:49Z,,,davidfischer
psf,requests,606,23390153,subscribed,2012-08-26T19:40:49Z,,,davidfischer
psf,requests,606,23390366,mentioned,2012-08-26T19:49:35Z,,,von
psf,requests,606,23390367,subscribed,2012-08-26T19:49:35Z,,,von
psf,requests,606,1944822839,locked,2018-11-04T13:36:35Z,,,psf
psf,requests,605,15221781,subscribed,2012-05-10T21:41:00Z,,,piotr-dobrogost
psf,requests,605,15222111,subscribed,2012-05-10T21:44:38Z,,,slingamn
psf,requests,605,15229623,closed,2012-05-10T23:35:07Z,,,slingamn
psf,requests,605,5276735836,locked,2021-09-09T08:00:43Z,,,github-actions[bot]
psf,requests,602,15118158,subscribed,2012-05-09T19:55:44Z,,,umbrae
psf,requests,602,15133578,subscribed,2012-05-09T23:10:42Z,,,kennethreitz
psf,requests,602,15140320,subscribed,2012-05-10T01:22:26Z,,,slingamn
psf,requests,602,15207963,subscribed,2012-05-10T18:59:56Z,,,davidxia
psf,requests,602,21335933,closed,2012-07-27T06:14:15Z,,,kennethreitz
psf,requests,602,5276462393,locked,2021-09-09T07:05:20Z,,,github-actions[bot]
psf,requests,539,12908183,subscribed,2012-04-06T15:04:40Z,,,dbrgn
psf,requests,539,12923784,subscribed,2012-04-06T19:22:35Z,,,kennethreitz
psf,requests,539,13129881,subscribed,2012-04-10T22:24:13Z,,,mponton
psf,requests,539,13130881,mentioned,2012-04-10T22:39:30Z,,,mponton
psf,requests,539,13140720,referenced,2012-04-11T02:00:26Z,365c64fe3bd074ad942ae720813693e8d8cf68d3,https://api.github.com/repos/psf/requests/commits/365c64fe3bd074ad942ae720813693e8d8cf68d3,kennethreitz
psf,requests,539,14420636,subscribed,2012-04-30T08:24:47Z,,,jaimeirurzun
psf,requests,539,14833586,subscribed,2012-05-05T16:51:45Z,,,piotr-dobrogost
psf,requests,539,14865772,mentioned,2012-05-06T19:56:31Z,,,mponton
psf,requests,539,14871390,mentioned,2012-05-07T00:19:21Z,,,kennethreitz
psf,requests,539,14871391,mentioned,2012-05-07T00:19:21Z,,,piotr-dobrogost
psf,requests,539,14871392,mentioned,2012-05-07T00:19:21Z,,,dbrgn
psf,requests,539,14963641,closed,2012-05-08T05:09:24Z,,,kennethreitz
psf,requests,539,14964872,mentioned,2012-05-08T05:53:22Z,,,mponton
psf,requests,539,14964875,subscribed,2012-05-08T05:53:22Z,,,slingamn
psf,requests,539,5276736032,locked,2021-09-09T08:00:46Z,,,github-actions[bot]
psf,requests,537,12882103,subscribed,2012-04-06T01:50:52Z,,,spulec
psf,requests,537,12882175,referenced,2012-04-06T01:53:42Z,ec742177dea71f23f21c1b6a56842ba0a23fc30f,https://api.github.com/repos/spulec/requests/commits/ec742177dea71f23f21c1b6a56842ba0a23fc30f,spulec
psf,requests,537,12884602,subscribed,2012-04-06T03:27:32Z,,,kennethreitz
psf,requests,537,14666640,subscribed,2012-05-03T08:14:58Z,,,slingamn
psf,requests,537,14667639,referenced,2012-05-03T08:36:13Z,317f64a11f56d89119baf5db3af65c0343464bc1,https://api.github.com/repos/psf/requests/commits/317f64a11f56d89119baf5db3af65c0343464bc1,kennethreitz
psf,requests,537,14741206,closed,2012-05-04T01:49:58Z,,,slingamn
psf,requests,537,5277068927,locked,2021-09-09T09:00:32Z,,,github-actions[bot]
psf,requests,520,12330145,subscribed,2012-03-29T07:19:00Z,,,Bluehorn
psf,requests,520,12398039,subscribed,2012-03-29T21:08:24Z,,,piotr-dobrogost
psf,requests,520,12490762,mentioned,2012-03-31T05:31:36Z,,,shazow
psf,requests,520,12490763,subscribed,2012-03-31T05:31:36Z,,,shazow
psf,requests,520,12490765,subscribed,2012-03-31T05:31:36Z,,,kennethreitz
psf,requests,520,12501109,mentioned,2012-03-31T16:26:32Z,,,Bluehorn
psf,requests,520,14099726,subscribed,2012-04-25T01:45:38Z,,,gsakkis
psf,requests,520,14809740,mentioned,2012-05-04T22:08:03Z,,,Bluehorn
psf,requests,520,14809742,subscribed,2012-05-04T22:08:03Z,,,slingamn
psf,requests,520,14851322,mentioned,2012-05-06T10:09:20Z,,,Bluehorn
psf,requests,520,14851323,mentioned,2012-05-06T10:09:20Z,,,gsakkis
psf,requests,520,14853794,subscribed,2012-05-06T12:48:54Z,,,laurentb
psf,requests,520,14864454,mentioned,2012-05-06T19:08:15Z,,,shazow
psf,requests,520,14864991,mentioned,2012-05-06T19:29:56Z,,,kennethreitz
psf,requests,520,14865684,mentioned,2012-05-06T19:51:44Z,,,piotr-dobrogost
psf,requests,520,14866973,mentioned,2012-05-06T20:44:25Z,,,craigholm
psf,requests,520,14866974,subscribed,2012-05-06T20:44:25Z,,,craigholm
psf,requests,520,14867013,mentioned,2012-05-06T20:45:16Z,,,slingamn
psf,requests,520,14868536,mentioned,2012-05-06T21:50:09Z,,,piotr-dobrogost
psf,requests,520,14869071,mentioned,2012-05-06T22:16:55Z,,,laurentb
psf,requests,520,14869072,mentioned,2012-05-06T22:16:55Z,,,gsakkis
psf,requests,520,14935744,mentioned,2012-05-07T20:09:55Z,,,Bluehorn
psf,requests,520,15105348,subscribed,2012-05-09T17:35:27Z,,,reclosedev
psf,requests,520,15553502,referenced,2012-05-15T23:42:16Z,9fc875e0afb8189188d04b0a68e16ef5494dd79a,https://api.github.com/repos/slingamn/requests/commits/9fc875e0afb8189188d04b0a68e16ef5494dd79a,slingamn
psf,requests,520,22114820,referenced,2012-08-06T04:02:31Z,0caaf682b74f3b38b881733f97aa5162fca82b31,https://api.github.com/repos/slingamn/requests/commits/0caaf682b74f3b38b881733f97aa5162fca82b31,slingamn
psf,requests,520,22115269,referenced,2012-08-06T04:18:49Z,3c0b94047c1ccfca4ac4f2fe32afef0ae314094e,https://api.github.com/repos/slingamn/requests/commits/3c0b94047c1ccfca4ac4f2fe32afef0ae314094e,slingamn
psf,requests,520,22115846,referenced,2012-08-06T04:38:13Z,b13c24d7b9090855d5cf081c47b966bbce34fc48,https://api.github.com/repos/psf/requests/commits/b13c24d7b9090855d5cf081c47b966bbce34fc48,kennethreitz
psf,requests,520,22115854,closed,2012-08-06T04:38:28Z,,,kennethreitz
psf,requests,520,70279248,mentioned,2013-10-15T00:52:20Z,,,Lukasa
psf,requests,520,70279249,subscribed,2013-10-15T00:52:20Z,,,Lukasa
psf,requests,520,96378197,mentioned,2014-02-24T21:21:47Z,,,mouadino
psf,requests,520,96378198,subscribed,2014-02-24T21:21:47Z,,,mouadino
psf,requests,520,96385417,mentioned,2014-02-24T21:40:56Z,,,Lukasa
psf,requests,520,96385418,subscribed,2014-02-24T21:40:56Z,,,Lukasa
psf,requests,520,5250597313,locked,2021-09-03T00:10:52Z,,,github-actions[bot]
psf,requests,500,11685556,subscribed,2012-03-20T05:07:44Z,,,prior
psf,requests,500,14754431,subscribed,2012-05-04T09:03:05Z,,,slingamn
psf,requests,500,14864603,subscribed,2012-05-06T19:13:41Z,,,piotr-dobrogost
psf,requests,500,14880118,mentioned,2012-05-07T06:48:37Z,,,piotr-dobrogost
psf,requests,500,15223904,subscribed,2012-05-10T22:05:40Z,,,kennethreitz
psf,requests,500,15223906,closed,2012-05-10T22:05:42Z,,,kennethreitz
psf,requests,500,5276735946,locked,2021-09-09T08:00:45Z,,,github-actions[bot]
psf,requests,498,11603628,subscribed,2012-03-19T02:03:45Z,,,kennethreitz
psf,requests,498,11603759,mentioned,2012-03-19T02:08:20Z,,,singingwolfboy
psf,requests,498,11603760,subscribed,2012-03-19T02:08:20Z,,,singingwolfboy
psf,requests,498,11603761,subscribed,2012-03-19T02:08:21Z,,,shazow
psf,requests,498,11629983,mentioned,2012-03-19T14:10:32Z,,,kennethreitz
psf,requests,498,12487872,mentioned,2012-03-31T03:00:36Z,,,shazow
psf,requests,498,12487873,subscribed,2012-03-31T03:00:36Z,,,rdixit
psf,requests,498,12488119,mentioned,2012-03-31T03:13:48Z,,,shazow
psf,requests,498,12488138,referenced,2012-03-31T03:15:48Z,fff5269d1a9eb3c07acbbb0d995b689d674123c8,https://api.github.com/repos/psf/requests/commits/fff5269d1a9eb3c07acbbb0d995b689d674123c8,kennethreitz
psf,requests,498,12488144,mentioned,2012-03-31T03:16:17Z,,,rdixit
psf,requests,498,12491873,referenced,2012-03-31T07:08:24Z,171b370b0e3bbc0288fb0e4addcef16bf670e324,https://api.github.com/repos/psf/requests/commits/171b370b0e3bbc0288fb0e4addcef16bf670e324,kennethreitz
psf,requests,498,12492065,mentioned,2012-03-31T07:22:29Z,,,shazow
psf,requests,498,12492086,mentioned,2012-03-31T07:23:09Z,,,shazow
psf,requests,498,12508867,referenced,2012-03-31T21:39:32Z,2bae0d295ba4d28392caf1aa4b8f95d54692db34,https://api.github.com/repos/psf/requests/commits/2bae0d295ba4d28392caf1aa4b8f95d54692db34,kennethreitz
psf,requests,498,12508878,mentioned,2012-03-31T21:39:56Z,,,rdixit
psf,requests,498,12508898,mentioned,2012-03-31T21:41:01Z,,,rdixit
psf,requests,498,12508924,mentioned,2012-03-31T21:41:52Z,,,shazow
psf,requests,498,12510770,subscribed,2012-03-31T23:08:05Z,,,Osmose
psf,requests,498,13043076,subscribed,2012-04-09T21:46:53Z,,,mgasner
psf,requests,498,14284683,subscribed,2012-04-27T04:33:21Z,,,slingamn
psf,requests,498,14293165,mentioned,2012-04-27T08:13:05Z,,,rdixit
psf,requests,498,14293166,subscribed,2012-04-27T08:13:05Z,,,BYK
psf,requests,498,14293178,mentioned,2012-04-27T08:13:16Z,,,rdixit
psf,requests,498,14293200,mentioned,2012-04-27T08:13:31Z,,,rdixit
psf,requests,498,14293203,mentioned,2012-04-27T08:13:33Z,,,rdixit
psf,requests,498,14293204,mentioned,2012-04-27T08:13:33Z,,,rdixit
psf,requests,498,14293207,mentioned,2012-04-27T08:13:34Z,,,rdixit
psf,requests,498,14293258,mentioned,2012-04-27T08:14:12Z,,,rdixit
psf,requests,498,14293259,mentioned,2012-04-27T08:14:13Z,,,rdixit
psf,requests,498,14293260,mentioned,2012-04-27T08:14:13Z,,,rdixit
psf,requests,498,14293261,mentioned,2012-04-27T08:14:13Z,,,rdixit
psf,requests,498,14293265,mentioned,2012-04-27T08:14:21Z,,,rdixit
psf,requests,498,14293269,mentioned,2012-04-27T08:14:23Z,,,rdixit
psf,requests,498,14293270,mentioned,2012-04-27T08:14:23Z,,,rdixit
psf,requests,498,14293271,mentioned,2012-04-27T08:14:23Z,,,rdixit
psf,requests,498,20143078,subscribed,2012-07-13T18:57:14Z,,,akavlie
psf,requests,498,21334282,closed,2012-07-27T05:29:28Z,,,kennethreitz
psf,requests,498,1101118445,labeled,2017-05-29T14:46:05Z,,,sigmavirus24
psf,requests,498,5270785350,locked,2021-09-08T09:00:49Z,,,github-actions[bot]
psf,requests,496,11601242,subscribed,2012-03-19T00:21:18Z,,,spulec
psf,requests,496,11603472,subscribed,2012-03-19T01:57:30Z,,,kennethreitz
psf,requests,496,11603727,referenced,2012-03-19T02:06:43Z,3c2f52d6813f181fc53b01f67ca25ef1fae0f321,https://api.github.com/repos/spulec/requests/commits/3c2f52d6813f181fc53b01f67ca25ef1fae0f321,spulec
psf,requests,496,12881950,closed,2012-04-06T01:45:25Z,,,spulec
psf,requests,496,12957175,referenced,2012-04-07T17:49:22Z,bbc9c4b01c422f838d7a44a46566721991b85fd4,https://api.github.com/repos/maxcountryman/requests/commits/bbc9c4b01c422f838d7a44a46566721991b85fd4,maxcountryman
psf,requests,496,12957176,subscribed,2012-04-07T17:49:22Z,,,maxcountryman
psf,requests,496,5277069617,locked,2021-09-09T09:00:38Z,,,github-actions[bot]
psf,requests,458,10258874,subscribed,2012-02-26T23:17:29Z,,,craigholm
psf,requests,458,10951495,subscribed,2012-03-08T01:21:28Z,,,kennethreitz
psf,requests,458,12330662,mentioned,2012-03-29T07:35:27Z,,,kennethreitz
psf,requests,458,12330663,subscribed,2012-03-29T07:35:27Z,,,yuvadm
psf,requests,458,12490753,mentioned,2012-03-31T05:31:01Z,,,yuvadm
psf,requests,458,12494985,mentioned,2012-03-31T10:44:55Z,,,kennethreitz
psf,requests,458,14745121,referenced,2012-05-04T04:18:20Z,3d4d5ab0df6a0295599a49927de57fd039650358,https://api.github.com/repos/slingamn/requests/commits/3d4d5ab0df6a0295599a49927de57fd039650358,slingamn
psf,requests,458,14745122,subscribed,2012-05-04T04:18:21Z,,,slingamn
psf,requests,458,14745123,referenced,2012-05-04T04:18:21Z,35ec6bb613669dbbbba2afcc7aac4e467a5b4db8,https://api.github.com/repos/slingamn/requests/commits/35ec6bb613669dbbbba2afcc7aac4e467a5b4db8,slingamn
psf,requests,458,14745462,referenced,2012-05-04T04:33:43Z,1adaba3865326ca0934eb2159d1ddb92be25a233,https://api.github.com/repos/psf/requests/commits/1adaba3865326ca0934eb2159d1ddb92be25a233,kennethreitz
psf,requests,458,15125958,subscribed,2012-05-09T21:22:23Z,,,sigmavirus24
psf,requests,458,17839075,closed,2012-06-15T18:41:19Z,,,kennethreitz
psf,requests,458,5275385429,locked,2021-09-09T00:34:26Z,,,github-actions[bot]
psf,requests,424,9479913,subscribed,2012-02-13T21:27:39Z,,,foxx
psf,requests,424,14741315,mentioned,2012-05-04T01:54:22Z,,,foxx
psf,requests,424,14741316,subscribed,2012-05-04T01:54:22Z,,,slingamn
psf,requests,424,21335389,closed,2012-07-27T06:00:53Z,,,kennethreitz
psf,requests,424,21335390,subscribed,2012-07-27T06:00:53Z,,,kennethreitz
psf,requests,424,5275299990,locked,2021-09-09T00:01:00Z,,,github-actions[bot]
psf,requests,353,7746966,subscribed,2012-01-11T11:06:54Z,,,ksamuel
psf,requests,353,7747061,subscribed,2012-01-11T11:09:27Z,,,kennethreitz
psf,requests,353,21335594,closed,2012-07-27T06:05:18Z,,,kennethreitz
psf,requests,353,5276462734,locked,2021-09-09T07:05:23Z,,,github-actions[bot]
psf,requests,339,7527256,subscribed,2012-01-06T05:18:41Z,,,samuelclay
psf,requests,339,8215457,subscribed,2012-01-20T15:29:53Z,,,gazpachoking
psf,requests,339,13302362,closed,2012-04-12T22:53:39Z,,,samuelclay
psf,requests,339,5277069527,locked,2021-09-09T09:00:37Z,,,github-actions[bot]
psf,requests,338,7527084,subscribed,2012-01-06T05:07:45Z,,,samuelclay
psf,requests,338,7536294,subscribed,2012-01-06T11:57:50Z,,,piotr-dobrogost
psf,requests,338,7835256,subscribed,2012-01-12T21:00:47Z,,,kennethreitz
psf,requests,338,10205905,subscribed,2012-02-25T00:19:10Z,,,dmishe
psf,requests,338,11104988,referenced,2012-03-09T21:36:50Z,db071630a381c339c332bb5ca5d7198412232962,https://api.github.com/repos/maxcountryman/requests/commits/db071630a381c339c332bb5ca5d7198412232962,maxcountryman
psf,requests,338,11104989,subscribed,2012-03-09T21:36:50Z,,,maxcountryman
psf,requests,338,11105318,referenced,2012-03-09T21:42:21Z,2c3eb0d2993592dc03c81765ca2260396248bd17,https://api.github.com/repos/maxcountryman/requests/commits/2c3eb0d2993592dc03c81765ca2260396248bd17,maxcountryman
psf,requests,338,11108271,referenced,2012-03-09T22:30:42Z,bc5cc0dc92ae0b6edc356c90637a0d64e1d5042b,https://api.github.com/repos/maxcountryman/requests/commits/bc5cc0dc92ae0b6edc356c90637a0d64e1d5042b,maxcountryman
psf,requests,338,11487827,closed,2012-03-16T01:15:28Z,9cf9d76eb5af142f983efb776776b0888febc978,https://api.github.com/repos/psf/requests/commits/9cf9d76eb5af142f983efb776776b0888febc978,kennethreitz
psf,requests,338,12957170,referenced,2012-04-07T17:49:21Z,6b47c185fef3fa8264b6f193dbe3806dcfb3f5fc,https://api.github.com/repos/maxcountryman/requests/commits/6b47c185fef3fa8264b6f193dbe3806dcfb3f5fc,maxcountryman
psf,requests,338,5277070118,locked,2021-09-09T09:00:43Z,,,github-actions[bot]
psf,requests,337,7527063,subscribed,2012-01-06T05:06:43Z,,,samuelclay
psf,requests,337,7811333,subscribed,2012-01-12T13:46:54Z,,,uhbif19
psf,requests,337,8397128,subscribed,2012-01-24T18:26:11Z,,,dakshinamurthy
psf,requests,337,21348559,subscribed,2012-07-27T09:48:42Z,,,Lukasa
psf,requests,337,23367642,mentioned,2012-08-25T15:09:11Z,,,samuelclay
psf,requests,337,23367643,subscribed,2012-08-25T15:09:11Z,,,samuelclay
psf,requests,337,23367645,closed,2012-08-25T15:09:13Z,,,kennethreitz
psf,requests,337,5229261719,locked,2021-08-31T00:06:55Z,,,github-actions[bot]
psf,requests,335,7526452,subscribed,2012-01-06T04:30:34Z,,,samuelclay
psf,requests,335,7526472,subscribed,2012-01-06T04:31:36Z,,,kennethreitz
psf,requests,335,7907891,subscribed,2012-01-14T11:24:23Z,,,firesofmay
psf,requests,335,9390106,subscribed,2012-02-11T22:35:38Z,,,Lukasa
psf,requests,335,9398327,subscribed,2012-02-12T09:47:12Z,,,mattklein
psf,requests,335,9489761,referenced,2012-02-14T00:14:41Z,5a2a78f7df15a216c2852167ee780d9084b9e064,https://api.github.com/repos/psf/requests/commits/5a2a78f7df15a216c2852167ee780d9084b9e064,kennethreitz
psf,requests,335,9700066,subscribed,2012-02-16T22:26:04Z,,,umbrae
psf,requests,335,10115164,subscribed,2012-02-23T18:59:28Z,,,dalanmiller
psf,requests,335,10121309,mentioned,2012-02-23T20:21:55Z,,,dalanmiller
psf,requests,335,10121310,subscribed,2012-02-23T20:21:55Z,,,piotr-dobrogost
psf,requests,335,10121736,mentioned,2012-02-23T20:28:14Z,,,piotr-dobrogost
psf,requests,335,10124061,mentioned,2012-02-23T21:02:23Z,,,piotr-dobrogost
psf,requests,335,10124665,mentioned,2012-02-23T21:11:03Z,,,dalanmiller
psf,requests,335,10125179,mentioned,2012-02-23T21:18:54Z,,,Lukasa
psf,requests,335,10125612,mentioned,2012-02-23T21:24:33Z,,,umbrae
psf,requests,335,10125613,mentioned,2012-02-23T21:24:33Z,,,dalanmiller
psf,requests,335,10126020,mentioned,2012-02-23T21:29:47Z,,,Lukasa
psf,requests,335,11086301,closed,2012-03-09T16:58:39Z,,,kennethreitz
psf,requests,335,5277070234,locked,2021-09-09T09:00:44Z,,,github-actions[bot]
psf,requests,296,6020151,subscribed,2011-11-29T14:20:07Z,,,davidwtbuxton
psf,requests,296,6020698,subscribed,2011-11-29T14:32:31Z,,,kennethreitz
psf,requests,296,7060488,subscribed,2011-12-22T00:57:49Z,,,dalanmiller
psf,requests,296,8297004,closed,2012-01-23T08:06:14Z,,,kennethreitz
psf,requests,296,5277415459,locked,2021-09-09T10:00:42Z,,,github-actions[bot]
psf,requests,293,5955927,subscribed,2011-11-28T17:25:20Z,,,steinster
psf,requests,293,6020911,mentioned,2011-11-29T14:37:57Z,,,shazow
psf,requests,293,6020912,subscribed,2011-11-29T14:37:57Z,,,shazow
